rank	serial	Bike ID	biketype_id	Bikenumber	last_communication	battery	real_battery	battery_state	reason	place	terminal_id	last_terminal_snap	firmware_version	target_firmware	configuration_version	mode	series_id	target_configuration	esp_firmware_version	target_esp_firmware	language_version	snap_id	snap_rev	snap_rev_date	iccid	imei	imsi	last_communication_snap	last_communication_sim	server	city	is_lent	active	repair	campaign_id	pedelec	street2	comments	pedelec_battery	lock_types	locked	is_charging	last_charging	spike_id	resource_blockage
329	83300012312	225032	196	410412	"2025-01-03 10:45:12"	138	3,9730	"FULL CFR"	"DEEPSLEEP"	"Bicis para reparar"	""		240909E0	240909E0	30000230	0	50				"3312MV"		"10BF1D18"	""	89457300000014423464	860316060121570	234502102442346	"2025-01-03 09:25:04"	"2025-01-03 10:45:12"	""	408	0	0	1	5849	0	"cuadro y horquilla doblada,rfid no funciona cambio a otra bici,framelock si funciona"	"robo y vandalismo "	-1	"frame_lock"	0	0		0	"null"
330	7551169671	165392	143	41702	"2024-10-03 07:27:02"	95	3,6075	"RISK FRM"	"DEEPSLEEP"	"Almacen"	""	0	240909E0	240909E0	18280100	0	50	"<u>21000031*</u>"	""	""	"3196MV"	0	"10BF1D18"	""	89314404001204305816	355951094147969	204046964441067	"2024-10-03 04:06:26"	"2024-10-03 07:27:02"	""	408	0	0	0	6301	1	"intento de carga 1 de marzo 2025,no carga bateria."	"bateria cargada 18 julio 2024"	-1	"frame_lock"	-1	0		0	"null"
331	83300014991	225153	143	410481	"2025-11-20 15:42:15"	156	4,1260	"CHARGED CF"	"HEARTBEAT"	"El Sebadal (eléc.)"	1917904031		231009E0	"<u>240909E0*</u>"	33010230	31	50				"3570MV"		"10BF1D18"	"BMZ=41752MV"	89457300000014410750	860316060148219	234502102441075	"2025-11-20 15:18:43"	"2025-11-20 15:42:15"	"jimi-cowor01.nextbike.net:20016"	408	1	1	0	6129	1	""	""	100	"frame_lock"	0	1	"2025-11-20 15:42:15"	0	"null"
332	83300010683	225247	143	410517	"2025-11-20 15:41:22"	159	4,1515	"CHARGED CF"	"RFID_COMM"	"Daoiz (eléc.)"	411396286		231009E0	"<u>240909E0*</u>"	33010230	26	50				"3441MV"		"10BF1D18"	"BMZ=39788MV"	89457300000010563685	860316060076030	234502102056368	"2025-11-20 15:41:47"	"2025-11-20 15:41:22"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	6000	1	""	""	87	"frame_lock"	1	1	"2025-11-20 15:41:22"	57746	"null"
333	83300030505	225198	143	410566	"2025-11-20 15:40:25"	155	4,1175	"CHARGED CF"	"HEARTBEAT"	"Intercambiador Tamaraceite (eléc.)"	411431175		231009E0	"<u>240909E0*</u>"	33010230	27	50				"3428MV"		"10BF1D18"	"BMZ=41802MV"	89457300000023871547	860316060301826	234502103387154	"2025-11-20 15:30:40"	"2025-11-20 15:40:25"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	6000	1	""	""	100	"frame_lock"	1	1	"2025-11-20 15:40:25"	53168	"null"
334	83300005713	225131	143	410503	"2025-11-20 15:40:20"	150	4,0750	"FULL CFR"	"HEARTBEAT"	"Plaza Manuel Becerra (eléc.)"	1917904682		231009E0	"<u>240909E0*</u>"	30000230	22	50				"3403MV"		"10BF1D18"	"BMZ=40868MV"	89457300000010543836	860316060086575	234502102054383	"2025-11-20 15:30:45"	"2025-11-20 15:40:20"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	6129	1	""	"bateria cargada 14 mayo 2025"	97	"frame_lock"	1	1	"2025-11-20 15:40:20"	54713	"null"
335	83300013068	225096	196	410348	"2025-11-20 15:39:42"	138	3,9730	"FULL CFR"	"HEARTBEAT"	"Obelisco"	""		231009E0	"<u>240909E0*</u>"	33010230	26	50				"3377MV"		"10BF1D18"	""	89457300000014429818	860316060129136	234502102442981	"2025-11-20 15:07:24"	"2025-11-20 15:39:42"	"jimi-cowor01.nextbike.net:20016"	408	1	1	0	3996	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:39:42"	0	"null"
336	83300009042	225231	143	410533	"2025-11-20 15:39:23"	162	4,1770	"CHARGED CF"	"RFID_COMM"	"Oficina Sítycleta (eléc.)"	411418931		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3493MV"		"10BF1D18"	"BMZ=41851MV"	89457300000011727156	860316060059622	234502102172715	"2025-11-20 15:39:23"	"2025-11-20 15:35:33"	"87.230.125.145:20016"	408	1	1	0	6000	1	""	""	100	"frame_lock"	0	1	"2025-11-20 15:35:33"	0	"null"
337	83300010734	225209	143	410555	"2025-11-20 15:38:05"	156	4,1260	"CHARGED CF"	"RFID_COMM"	"Plaza O'Shanahan"	""		231009E0	"<u>240909E0*</u>"	30000230	25	50				"3435MV"		"10BF1D18"	"BMZ=41016MV"	89457300000010570615	860316060076543	234502102057061	"2025-11-20 15:38:20"	"2025-11-20 15:38:05"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	6000	1	""	""	99	"frame_lock"	1	1	"2025-11-20 15:38:05"	0	"null"
338	7551146611	59434	196	41344	"2025-11-20 15:37:53"	161	4,1685	"CHARGED CF"	"HEARTBEAT"	"Obelisco"	""	0	231009E0	"<u>240909E0*</u>"	18280100	31	50	"<u>*</u>"	""	""	"3345MV"	0	"10BF1D18"	""	89314404001110721114	355951093940398	204046964387540	"2024-10-18 10:31:43"	"2025-11-20 15:37:53"	"jimi-cowor02.nextbike.net:20016"	408	1	1	0	3212	0	""	""	-1	"frame_lock"	0	0	"2025-11-20 15:07:53"	0	"null"
339	83300009763	225239	143	410525	"2025-11-20 15:37:21"	156	4,1260	"CHARGED CF"	"RFID_COMM"	"Estadio G.C. (eléc.)"	1917894164		231009E0	"<u>240909E0*</u>"	30000230	31	50				"3461MV"		"10BF1D18"	"BMZ=41900MV"	89457300000011737056	860316060066833	234502102173705	"2025-11-20 15:37:45"	"2025-11-20 15:37:21"	"jimi-cowor03.nextbike.net:20016"	408	0	1	0	6000	1	""	""	100	"frame_lock"	1	1	"2025-11-20 15:37:21"	57705	"null"
340	83300010761	225181	143	410453	"2025-11-20 15:36:56"	157	4,1345	"CHARGED CF"	"HEARTBEAT"	"Hospital Dr. Negrín (eléc.)"	411432264		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3422MV"		"10BF1D18"	"BMZ=41654MV"	89457300000010561770	860316060076816	234502102056177	"2025-11-20 15:27:11"	"2025-11-20 15:36:56"	"87.230.125.145:20016"	408	0	1	0	6129	1	""	""	100	"frame_lock"	1	1	"2025-11-20 15:36:56"	57736	"null"
341	83300003104	225211	143	410553	"2025-11-20 15:36:25"	152	4,0920	"FULL CFR"	"HEARTBEAT"	"La Minilla (eléc.)"	411417316	0	231009E0	"<u>240909E0*</u>"	30000230	23	50	"<u>*</u>"	""	""	"3486MV"	0	"10BF1D18"	"BMZ=40279MV"	89457387300008768601	860316060030243	234500070469550	"2025-11-20 15:26:50"	"2025-11-20 15:36:25"	"jimi-cowor02.nextbike.net:20016"	408	0	1	0	6000	1	""	""	92	"frame_lock"	1	1	"2025-11-20 15:36:25"	57608	"null"
342	83300032185	225233	143	410531	"2025-11-20 15:36:14"	159	4,1515	"CHARGED CF"	"HEARTBEAT"	"Plazoleta de Farray"	""		231009E0	"<u>240909E0*</u>"	30000230	31	50				"3364MV"		"10BF1D18"	"BMZ=41556MV"	89457300000023856852	860316060318622	234502103385685	"2025-11-20 14:25:44"	"2025-11-20 15:36:14"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	6000	1	""	""	100	"frame_lock"	1	0	"2025-11-20 14:25:19"	0	"null"
343	83300009891	225164	143	410470	"2025-11-20 15:36:02"	163	4,1855	"CHARGED CF"	"HEARTBEAT"	"Service Car 2970LZF"	""		231009E0	"<u>240909E0*</u>"	30000230	25	50				"3525MV"		"10BF1D18"	"BMZ=32469MV"	89457300000010567488	860316060068110	234502102056748	"2025-11-20 15:16:16"	"2025-11-20 15:36:02"	"jimi-cowor03.nextbike.net:20016"	408	0	0	1	6129	1	""	"no carga "	22	"frame_lock"	0	0	"2025-11-20 15:16:02"	0	"null"
344	83300001801	225245	143	410519	"2025-11-20 15:35:45"	157	4,1345	"CHARGED CF"	"RFID_COMM"	"Daoiz (eléc.)"	411396286	0	231009E0	"<u>240909E0*</u>"	33010230	27	50	"<u>*</u>"	""	""	"3461MV"	0	"10BF1D18"	"BMZ=41703MV"	89457300000010626193	860316060017216	234502102062619	"2025-11-20 15:36:09"	"2025-11-20 15:35:45"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	6000	1	""	""	100	"frame_lock"	1	1	"2025-11-20 15:35:45"	57978	"null"
345	83300013406	225086	196	410358	"2025-11-20 15:34:21"	101	3,6585	"RISK FRM"	"HEARTBEAT"	"Bicis arregladas"	""		231009E0	"<u>240909E0*</u>"	30000230	29	50				"3280MV"		"10BF1D18"	""	89457300000014427283	860316060132510	234502102442728	"2025-11-14 03:43:00"	"2025-11-20 15:34:21"	"87.230.125.145:20016"	408	0	0	0	0	0	""	""	-1	"frame_lock"	1	1	"2025-11-20 15:34:21"	0	"null"
346	83300004327	225244	143	410520	"2025-11-20 15:33:43"	156	4,1260	"CHARGED CF"	"RFID_COMM"	"Hospital Dr. Negrín (eléc.)"	411432264	0	231009E0	"<u>240909E0*</u>"	30000230	23	50	"<u>*</u>"	""	""	"3557MV"	0	"10BF1D18"	"BMZ=41703MV"	89457300000010617655	860316060042479	234502102061765	"2025-11-20 15:34:09"	"2025-11-20 15:33:43"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	6000	1	""	""	100	"frame_lock"	1	1	"2025-11-20 15:33:43"	57607	"null"
347	83300002580	225196	143	410568	"2025-11-20 15:33:40"	154	4,1090	"CHARGED CF"	"HEARTBEAT"	"La Minilla (eléc.)"	411417316	0	231009E0	"<u>240909E0*</u>"	33010230	22	50	"<u>*</u>"	""	""	"3557MV"	0	"10BF1D18"	"BMZ=41556MV"	89457387300008777842	860316060025003	234500070470474	"2025-11-20 15:23:54"	"2025-11-20 15:33:40"	"jimi-cowor01.nextbike.net:20016"	408	0	1	0	6000	1	""	""	100	"frame_lock"	1	1	"2025-11-20 15:33:40"	57603	"null"
348	83300003050	225252	143	410512	"2025-11-20 15:33:19"	159	4,1515	"CHARGED CF"	"RFID_COMM"	"El Sebadal (eléc.)"	1917904031	0	231009E0	"<u>240909E0*</u>"	30000230	24	50	"<u>*</u>"	""	""	"3428MV"	0	"10BF1D18"	"BMZ=41900MV"	89457300000010608910	860316060029708	234502102060891	"2025-11-20 15:33:44"	"2025-11-20 15:33:19"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	6000	1	""	""	100	"frame_lock"	1	1	"2025-11-20 15:33:19"	52540	"null"
349	83300010537	225238	143	410526	"2025-11-20 15:32:26"	156	4,1260	"CHARGED CF"	"HEARTBEAT"	"El Sebadal (eléc.)"	1917904031		231009E0	"<u>240909E0*</u>"	30000230	31	50				"3448MV"		"10BF1D18"	"BMZ=41507MV"	89457300000011736835	860316060074571	234502102173683	"2025-11-20 15:22:40"	"2025-11-20 15:32:26"	"jimi-cowor04.nextbike.net:20016"	408	0	1	0	6000	1	""	""	100	"frame_lock"	1	1	"2025-11-20 15:32:26"	52544	"null"
350	83300007389	225170	143	410464	"2025-11-13 08:19:21"	98	3,6330	"RISK FRM"	"DEEPSLEEP"	"Bicis para reparar"	""		231009E0	"<u>240909E0*</u>"	33010230	25	50				"3409MV"		"10BF1D18"	"BMZ=33009MV"	89457300000010560392	860316060103099	234502102056039	"2025-11-13 08:18:54"	"2025-11-13 08:19:21"	"jimi-cowor01.nextbike.net:20016"	408	0	0	1	6129	1	"comprobado cableado"	"no carga "	27	"frame_lock"	1	1	"2025-11-13 08:10:46"	0	"null"
351	83300004383	225177	143	410457	"2025-11-06 09:00:01"	159	4,1515	"CHARGED CF"	"DEEPSLEEP"	"Bicis para reparar"	""	0	231009E0	"<u>240909E0*</u>"	30000230	29	50	"<u>*</u>"	""	""	"3351MV"	0	"10BF1D18"	"BMZ=30062MV"	89457300000010618836	860316060043030	234502102061883	"2025-11-06 08:58:58"	"2025-11-06 09:00:01"	"jimi-cowor04.nextbike.net:20016"	408	0	0	1	6129	1	""	"no carga"	1	"frame_lock"	1	1	"2025-11-06 08:51:09"	0	"null"
352	83300008558	225242	143	410522	"2025-11-03 12:00:09"	127	3,8795	"FULL CFR"	"DEEPSLEEP"	"Bicis para reparar"	""		231009E0	"<u>240909E0*</u>"	32060230	22	50				"3325MV"		"10BF1D18"	""	89457300000010565433	860316060054789	234502102056543	"2025-11-03 11:59:58"	"2025-11-03 12:00:09"	"jimi-cowor04.nextbike.net:20016"	408	0	0	1	6000	1	"comprobado cable amarillo"	"No carga "	40	"frame_lock"	1	1	"2025-11-03 11:56:47"	0	"null"
353	83300032206	225220	143	410544	"2025-11-03 10:18:52"	134	3,9390	"FULL CFR"	"DEEPSLEEP"	"Bicis para reparar"	""		231009E0	"<u>240909E0*</u>"	32060230	28	50				"3377MV"		"10BF1D18"	"BMZ=25985MV"	89457300000023852778	860316060318838	234502103385277	"2025-11-03 10:10:58"	"2025-11-03 10:18:52"	"jimi-cowor04.nextbike.net:20016"	408	0	0	1	6000	1	"comprobado cable amarillo y rojo"	"No carga "	-1	"frame_lock"	1	0	"2025-09-10 20:00:27"	0	"null"
354	83300009960	225236	143	410528	"2025-10-30 06:51:57"	96	3,6160	"RISK FRM"	"DEEPSLEEP"	"Bicis para reparar"	""		231009E0	"<u>240909E0*</u>"	30000230	22	50				"3325MV"		"10BF1D18"	"BMZ=30062MV"	89457300000010561762	860316060068805	234502102056176	"2025-10-30 03:07:12"	"2025-10-30 06:51:57"	"jimi-cowor04.nextbike.net:20016"	408	0	0	1	6000	1	""	"no carga"	1	"frame_lock"	1	0	"2025-10-14 12:22:10"	0	"null"
355	83300009513	225203	143	410561	"2025-10-29 13:41:17"	111	3,7435	"FULL CFR"	"DEEPSLEEP"	"Bicis para reparar"	""		231009E0	"<u>240909E0*</u>"	30000230	25	50				"3332MV"		"10BF1D18"	""	89457300000010569682	860316060064333	234502102056968	"2025-10-29 13:41:13"	"2025-10-29 13:41:17"	"87.230.125.145:20016"	408	0	0	1	6000	1	"se ha comprobado el cable de carga"	"no carga"	-1	"frame_lock"	1	0	"2025-10-27 12:00:27"	0	"null"
356	83300005272	225228	143	410536	"2025-10-22 09:07:51"	150	4,0750	"FULL CFR"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3544MV"		"10BF1D18"	"BMZ=40721MV"	89457300000011730200	860316060081923	234502102173020	"2025-10-22 09:07:38"	"2025-10-22 09:07:51"	"jimi-cowor02.nextbike.net:20016"	408	0	0	0	6000	1	"bateria cargada 26 marzo 2025"	""	96	"frame_lock"	1	1	"2025-10-22 09:02:28"	0	"null"
357	83300009773	225219	143	410545	"2025-10-21 07:43:39"	144	4,0240	"FULL CFR"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3306MV"		"10BF1D18"	"BMZ=0MV"	89457387300008787072	860316060066932	234500070471397	"2025-10-21 07:36:14"	"2025-10-21 07:43:39"	"jimi-cowor03.nextbike.net:20016"	408	0	0	0	6000	1	"bateria cargada 8 abril 2025"	"comprobar cable amarillo"	-1	"frame_lock"	1	0	"2025-10-17 07:48:27"	0	"null"
358	83300009906	225232	143	410532	"2025-10-21 07:41:46"	149	4,0665	"FULL CFR"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	32000230	0	50				"3300MV"		"10BF1D18"	"BMZ=40574MV"	89457300000011738229	860316060068268	234502102173822	"2025-10-21 07:39:02"	"2025-10-21 07:41:46"	"jimi-cowor05.nextbike.net:20016"	408	0	0	0	6000	1	"bateria cargada 4 abril 2025"	""	95	"frame_lock"	1	0	"2025-10-17 13:33:00"	0	"null"
359	83300006787	225235	143	410529	"2025-10-09 07:21:03"	63	3,3355	"EMPTY RM"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3125MV"		"10BF1D18"	"BMZ=38117MV"	89457300000010543737	860316060097077	234502102054373	"2025-10-09 03:54:16"	"2025-10-09 07:21:03"	"jimi-cowor02.nextbike.net:20016"	408	0	0	0	6000	1	""	"bateria cargada 19 marzo 2025"	72	"frame_lock"	1	0		0	"null"
360	83300009642	225225	143	410539	"2025-10-09 07:20:47"	68	3,3780	"EMPTY RM"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3164MV"		"10BF1D18"	"BMZ=39198MV"	89457387300008783725	860316060065629	234500070471062	"2025-10-09 04:31:05"	"2025-10-09 07:20:47"	"jimi-cowor02.nextbike.net:20016"	408	0	0	0	6000	1	""	"bateria cargada 22 mayo 202504.07.2025 10:42:03: deactivated automatically because of no communication for 60 minutes"	82	"frame_lock"	1	0		0	"null"
361	83300005723	225249	143	410515	"2025-10-08 11:45:11"	58	3,2930	"EMPTY RM"	"DISCONNECT"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"2997MV"		"10BF1D18"	"BMZ=38903MV"	89457300000010559923	860316060086674	234502102055992	"2025-09-26 11:55:56"	"2025-10-08 11:45:11"	"jimi-cowor03.nextbike.net:20016"	408	0	0	0	6000	1	""	"bateria cargada 4 junio 202504.07.2025 10:42:03: deactivated automatically because of no communication for 60 minutes07.07.2025 10:40:03: deactivated automatically because of no communication for 60 minutes"	79	"frame_lock"	1	0		0	"null"
362	83300009463	225157	143	410477	"2025-10-06 10:39:04"	129	3,8965	"FULL CFR"	"DEEPSLEEP"	"Bicis para reparar"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3370MV"		"10BF1D18"	"BMZ=30995MV"	89457300000010570045	860316060063830	234502102057004	"2025-10-06 10:20:18"	"2025-10-06 10:39:04"	"jimi-cowor01.nextbike.net:20016"	408	0	0	0	6129	1	""	"no entra en el candado de carga,horquilla mal"	9	"frame_lock"	1	1	"2025-10-06 10:29:54"	0	"null"
363	83300016152	225183	143	410451	"2025-09-16 09:21:10"	152	4,0920	"FULL CFR"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3590MV"		"10BF1D18"	"BMZ=41458MV"	89457300000014410016	860316060159828	234502102441001	"2025-09-16 09:20:42"	"2025-09-16 09:21:10"	"jimi-cowor03.nextbike.net:20016"	408	0	0	0	6129	1	""	"bateria cargada 24 marzo 2025"	100	"frame_lock"	1	1	"2025-09-16 09:16:13"	0	"null"
364	83300008670	225221	143	410543	"2025-09-12 06:11:42"	149	4,0665	"FULL CFR"	"DEEPSLEEP"	"Bicis para reparar"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3338MV"		"10BF1D18"	"BMZ=37577MV"	89457300000010567777	860316060055901	234502102056777	"2025-09-11 16:18:45"	"2025-09-12 06:11:42"	"jimi-cowor02.nextbike.net:20016"	408	0	0	1	6000	1	""	"no carga"	67	"frame_lock"	1	0	"2025-09-11 10:28:04"	0	"null"
365	83300010083	225202	143	410562	"2025-08-30 08:03:57"	82	3,4970	"EMPTY RM"	"DISCONNECT"	"Bicis para reparar"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3274MV"		"10BF1D18"	""	89457300000011636456	860316060070033	234502102163645	"2025-08-30 03:12:03"	"2025-08-30 08:03:57"	"jimi-cowor03.nextbike.net:20016"	408	0	0	1	6000	1	"se ha comprobado cableado ,esta bien pero la bateria no carga"	"no carga "	0	"frame_lock"	0	0		0	"null"
366	83300009833	225218	143	410546	"2025-08-14 10:49:15"	82	3,4970	"EMPTY RM"	"DISCONNECT"	"Bicis para reparar"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3287MV"		"10BF1D18"	"BMZ=0MV"	89457387300008785076	860316060067534	234500070471197	"2025-08-14 10:48:18"	"2025-08-14 10:49:15"	"jimi-cowor01.nextbike.net:20016"	408	0	0	1	6000	1	""	"accidente dia 17 julio,horquilla doblada"	-1	"frame_lock"	0	0		0	"null"
367	83300010740	225234	143	410530	"2025-07-18 12:11:58"	161	4,1685	"CHARGED CF"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3190MV"		"10BF1D18"	"BMZ=36791MV"	89457300000010571514	860316060076600	234502102057151	"2025-07-18 12:09:22"	"2025-07-18 12:11:58"	"jimi-cowor01.nextbike.net:20016"	408	0	0	0	6000	1	"bateria cargada 9 abril 2025"	""	60	"frame_lock"	1	1		0	"null"
368	83300002239	225155	143	410479	"2025-07-03 12:19:50"	138	3,9730	"FULL CFR"	"DEEPSLEEP"	"Almacen"	""	0	231009E0	"<u>240909E0*</u>"	30000230	0	50	"<u>*</u>"	""	""	"3274MV"	0	"10BF1D18"	"BMZ=10315MV"	89457300000010614884	860316060021598	234502102061488	"2025-07-03 12:19:33"	"2025-07-03 12:19:50"	"jimi-cowor04.nextbike.net:20016"	408	0	0	0	6129	1	""	"bateria cargada 7 mayo 2025"	89	"frame_lock"	1	1		0	"null"
369	83300002551	225193	143	410441	"2025-05-26 08:54:51"	82	3,4970	"EMPTY RM"	"DISCONNECT"	"Almacen"	""	0	231009E0	"<u>240909E0*</u>"	30000230	0	50	"<u>*</u>"	""	""	"3351MV"	0	"10BF1D18"	""	89457387300008782917	860316060024717	234500070470981	"2025-05-01 13:27:46"	"2025-05-26 08:54:51"	"jimi-cowor04.nextbike.net:20016"	408	0	0	0	6129	1	"bateria cargada 27 abril 2025"	""	100	"frame_lock"	0	0		0	"null"
370	83300011348	225168	143	410466	"2025-05-21 08:55:21"	154	4,1090	"CHARGED CF"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3461MV"		"10BF1D18"	""	89457300000014430899	860316060111936	234502102443089	"2025-05-21 08:13:07"	"2025-05-21 08:55:21"	"jimi-cowor01.nextbike.net:20016"	408	0	0	0	6129	1	""	"bateria cargada 20 mayo 2025"	84	"frame_lock"	1	0		0	"null"
371	83300009955	225129	143	410505	"2025-05-20 08:09:38"	154	4,1090	"CHARGED CF"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3441MV"		"10BF1D18"	""	89457300000010563982	860316060068755	234502102056398	"2025-05-20 08:08:55"	"2025-05-20 08:09:38"	"jimi.nextbike.net:20016"	408	0	0	0	6129	1	""	"bateria cargada 19 mayo 2025"	93	"frame_lock"	1	1		0	"null"
372	83300010211	225175	143	410459	"2025-05-20 08:09:29"	151	4,0835	"FULL CFR"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3435MV"		"10BF1D18"	""	89457300000010570896	860316060071312	234502102057089	"2025-05-20 08:08:49"	"2025-05-20 08:09:29"	"87.230.125.145:20016"	408	0	0	0	6129	1	""	"bateria cargada 19 mayo 2025"	95	"frame_lock"	1	1		0	"null"
373	83300006600	225166	143	410468	"2025-05-08 13:39:46"	161	4,1685	"CHARGED CF"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3428MV"		"10BF1D18"	""	89457300000011734509	860316060095204	234502102173450	"2025-05-08 13:39:24"	"2025-05-08 13:39:46"	"jimi-cowor01.nextbike.net:20016"	408	0	0	0	6129	1	""	"bateria cargada 8 mayo 2025"	99	"frame_lock"	1	1		0	"null"
374	83300010045	225140	143	410494	"2025-05-06 11:47:30"	150	4,0750	"FULL CFR"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3506MV"		"10BF1D18"	""	89457300000011636787	860316060069654	234502102163678	"2025-05-06 07:27:56"	"2025-05-06 11:47:30"	"jimi-cowor06.nextbike.net:20016"	408	0	0	0	6129	1	"bateria cargada 5 mayo 2025"	""	95	"frame_lock"	1	0		0	"null"
375	83300008850	225138	143	410496	"2025-05-06 11:47:07"	156	4,1260	"CHARGED CF"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3480MV"		"10BF1D18"	""	89457300000011725283	860316060057709	234502102172528	"2025-05-06 07:37:44"	"2025-05-06 11:47:07"	"jimi-cowor02.nextbike.net:20016"	408	0	0	0	6129	1	"bateria cargada 5 mayo 2025"	""	95	"frame_lock"	1	0		0	"null"
376	83300009192	225186	143	410448	"2025-05-05 07:12:32"	140	3,9900	"FULL CFR"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3338MV"		"10BF1D18"	""	89457300000010567132	860316060061123	234502102056713	"2025-05-04 15:57:54"	"2025-05-05 07:12:32"	"jimi-cowor03.nextbike.net:20016"	408	0	0	0	6129	1	"bateria cargada 30 abril 2025"	""	100	"frame_lock"	1	0		0	"null"
377	83300010608	225178	143	410456	"2025-05-02 12:59:35"	155	4,1175	"CHARGED CF"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3428MV"		"10BF1D18"	""	89457300000011636357	860316060075289	234502102163635	"2025-05-02 12:58:53"	"2025-05-02 12:59:35"	"87.230.125.145:20016"	408	0	0	0	6129	1	"bateria cargada 2 mayo 2025"	""	100	"frame_lock"	1	1		0	"null"
378	83300003030	225254	143	410510	"2025-04-30 13:54:54"	148	4,0580	"FULL CFR"	"DEEPSLEEP"	"Almacen"	""	0	231009E0	"<u>240909E0*</u>"	30000230	0	50	"<u>*</u>"	""	""	"3493MV"	0	"10BF1D18"	""	89457387300008770219	860316060029500	234500070469711	"2025-04-30 13:54:54"	"2025-04-30 13:54:53"	"jimi-cowor06.nextbike.net:20016"	408	0	0	0	6000	1	"bateria cargada 29 abril 2025"	""	100	"frame_lock"	1	0		0	"null"
379	83300008350	225137	143	410497	"2025-04-30 13:50:17"	149	4,0665	"FULL CFR"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3190MV"		"10BF1D18"	""	89457300000011724088	860316060052700	234502102172408	"2025-04-30 13:49:13"	"2025-04-30 13:50:17"	"jimi-cowor06.nextbike.net:20016"	408	0	0	0	6129	1	"bateria cargada 27 abril 2025"	""	100	"frame_lock"	1	1		0	"null"
380	83300010736	225207	143	410557	"2025-04-30 07:17:46"	158	4,1430	"CHARGED CF"	"DEEPSLEEP"	"Almacen"	""		231009E0	"<u>240909E0*</u>"	30000230	0	50				"3499MV"		"10BF1D18"	""	89457300000010570680	860316060076568	234502102057068	"2025-04-30 06:56:27"	"2025-04-30 07:17:46"	"jimi-cowor03.nextbike.net:20016"	408	0	0	0	6000	1	"bateria cargada 27 abril 2025"	""	95	"frame_lock"	1	0		0	"null"
381	83300004362	225240	143	410524	"2025-04-30 07:17:33"	149	4,0665	"FULL CFR"	"DEEPSLEEP"	"Almacen"	""	0	231009E0	"<u>240909E0*</u>"	30000230	0	50	"<u>*</u>"	""	""	"3461MV"	0	"10BF1D18"	""	89457387300008777735	860316060042826	234500070470463	"2025-04-30 07:10:27"	"2025-04-30 07:17:33"	"jimi-cowor03.nextbike.net:20016"	408	0	0	0	6000	1	"bateria cargada 25 abril 2025"	""	88	"frame_lock"	1	1		0	"null"
382	83300002536	225149	143	410485	"2025-04-30 07:17:22"	154	4,1090	"CHARGED CF"	"DEEPSLEEP"	"Almacen"	""	0	231009E0	"<u>240909E0*</u>"	30000230	0	50	"<u>*</u>"	""	""	"3467MV"	0	"10BF1D18"	""	89457300000010611658	860316060024568	234502102061165	"2025-04-30 07:03:36"	"2025-04-30 07:17:22"	"jimi-cowor03.nextbike.net:20016"	408	0	0	0	6129	1	"bateria cargada 27 abril 2025"	""	91	"frame_lock"	1	0		0	"null"
